,site,code,date,no2,no2_UT,pm10,pm10_UT,pm2.5
2557,Newcastle Centre,NEWC,17-04-2018 12:00,39.726,45.84952,11.1,21.256,4.7
2558,Newcastle Centre,NEWC,17-04-2018 13:00,34.51423,46.47343,13.8,26.087,7.2
2559,Newcastle Centre,NEWC,17-04-2018 14:00,33.8868,44.72524,6.8,17.392,4.1
2560,Newcastle Centre,NEWC,17-04-2018 15:00,34.4614,42.26942,6.8,7.73,4.3
2561,Newcastle Centre,NEWC,17-04-2018 16:00,36.28805,53.10632,8.7,14.493,2.9
2562,Newcastle Centre,NEWC,17-04-2018 17:00,32.22116,60.67999,10.5,14.493,6
2563,Newcastle Centre,NEWC,17-04-2018 18:00,31.65105,44.9261,6.8,13.527,5.1
2564,Newcastle Centre,NEWC,17-04-2018 19:00,28.26258,42.53167,5.9,20.29,5
2565,Newcastle Centre,NEWC,17-04-2018 20:00,27.79351,45.74944,9.4,12.561,5.2
2566,Newcastle Centre,NEWC,17-04-2018 21:00,31.39124,41.99205,10,18.358,6.1
2567,Newcastle Centre,NEWC,17-04-2018 22:00,25.55064,27.99321,8.5,17.392,2.7
2568,Newcastle Centre,NEWC,17-04-2018 23:00,18.14659,17.26165,7.1,8.696,4.1
2569,Newcastle Centre,NEWC,18-04-2018 00:00,19.43704,NA,9,19.324,6.7
2570,Newcastle Centre,NEWC,18-04-2018 01:00,31.25328,43.21998,9.2,19.324,5.8
2571,Newcastle Centre,NEWC,18-04-2018 02:00,29.05068,36.73255,10.4,10.628,8.6
2572,Newcastle Centre,NEWC,18-04-2018 03:00,21.86648,13.40623,7.5,12.561,6.3
2573,Newcastle Centre,NEWC,18-04-2018 04:00,22.75731,20.48202,8,12.561,8.3
2574,Newcastle Centre,NEWC,18-04-2018 05:00,39.16523,39.37706,12.9,16.425,8.8
2575,Newcastle Centre,NEWC,18-04-2018 06:00,47.44106,62.96552,8.7,24.155,6
2576,Newcastle Centre,NEWC,18-04-2018 07:00,51.57579,61.58317,3.8,23.189,1.8
2577,Newcastle Centre,NEWC,18-04-2018 08:00,55.8109,70.87483,10.5,35.749,6.2
2578,Newcastle Centre,NEWC,18-04-2018 09:00,36.48089,49.91765,4.6,25.121,0.6
2579,Newcastle Centre,NEWC,18-04-2018 10:00,31.92245,45.45476,10.3,23.189,6.2
2580,Newcastle Centre,NEWC,18-04-2018 11:00,25.68446,44.48135,11.3,31.885,6.7
2581,Newcastle Centre,NEWC,18-04-2018 12:00,29.76952,32.86202,10.4,25.121,5.5
2582,Newcastle Centre,NEWC,18-04-2018 13:00,24.68728,39.71155,6.1,24.155,4
2583,Newcastle Centre,NEWC,18-04-2018 14:00,29.77159,46.39287,11.6,14.493,3.3
2584,Newcastle Centre,NEWC,18-04-2018 15:00,31.81746,58.69063,9.2,16.425,5.9
2585,Newcastle Centre,NEWC,18-04-2018 16:00,39.94863,58.69548,11.7,16.425,7.4
2586,Newcastle Centre,NEWC,18-04-2018 17:00,26.47736,48.10912,9.5,20.29,5.9
2587,Newcastle Centre,NEWC,18-04-2018 18:00,29.992,48.73776,12.9,26.087,7.4
2588,Newcastle Centre,NEWC,18-04-2018 19:00,40.84642,58.04662,18.5,26.087,12.2
2589,Newcastle Centre,NEWC,18-04-2018 20:00,49.34092,62.20688,25.2,30.918,18.2
2590,Newcastle Centre,NEWC,18-04-2018 21:00,57.88813,67.98175,24.9,41.547,15.3
2591,Newcastle Centre,NEWC,18-04-2018 22:00,48.13398,66.20702,22.3,33.817,12.9
2592,Newcastle Centre,NEWC,18-04-2018 23:00,28.05399,21.17389,18.9,23.189,11.1
2593,Newcastle Centre,NEWC,19-04-2018 00:00,21.72469,22.67657,19.4,20.29,15.6
2594,Newcastle Centre,NEWC,19-04-2018 01:00,24.53692,23.19462,22.2,33.817,16.2
2595,Newcastle Centre,NEWC,19-04-2018 02:00,22.46264,26.95411,26.9,23.189,19
2596,Newcastle Centre,NEWC,19-04-2018 03:00,23.72809,29.06996,27.3,31.885,19.5
2597,Newcastle Centre,NEWC,19-04-2018 04:00,33.42977,35.60162,33.3,34.783,22
2598,Newcastle Centre,NEWC,19-04-2018 05:00,50.92618,74.28046,32.2,50.242,23.3
2599,Newcastle Centre,NEWC,19-04-2018 06:00,63.187,106.46564,38.8,53.141,27.2
2600,Newcastle Centre,NEWC,19-04-2018 07:00,53.69758,86.02379,39.1,50.242,26.3
2601,Newcastle Centre,NEWC,19-04-2018 08:00,51.2756,76.95604,32.9,50.242,24
2602,Newcastle Centre,NEWC,19-04-2018 09:00,44.53425,62.14381,25.9,42.513,17.9
2603,Newcastle Centre,NEWC,19-04-2018 10:00,31.20604,59.4675,20.8,28.986,12.8
2604,Newcastle Centre,NEWC,19-04-2018 11:00,31.09885,58.80015,18.5,27.054,11.7
2605,Newcastle Centre,NEWC,19-04-2018 12:00,29.3592,53.39108,16,24.155,9.8
2606,Newcastle Centre,NEWC,19-04-2018 13:00,31.57483,52.8519,9.3,28.986,7.8
2607,Newcastle Centre,NEWC,19-04-2018 14:00,27.19876,54.24193,15.6,21.256,6.4
2608,Newcastle Centre,NEWC,19-04-2018 15:00,32.99576,73.35173,15.7,20.29,8.6
2609,Newcastle Centre,NEWC,19-04-2018 16:00,33.15217,57.27696,6.8,16.425,5.6
2610,Newcastle Centre,NEWC,19-04-2018 17:00,24.45082,24.52862,12.1,17.392,7.4
2611,Newcastle Centre,NEWC,19-04-2018 18:00,24.61114,18.43978,10.3,20.29,6
2612,Newcastle Centre,NEWC,19-04-2018 19:00,26.09356,14.69379,7.4,11.594,6.3
2613,Newcastle Centre,NEWC,19-04-2018 20:00,21.66356,11.40574,8.5,15.459,6.2
2614,Newcastle Centre,NEWC,19-04-2018 21:00,25.35816,11.54784,8.8,6.763,4.5
2615,Newcastle Centre,NEWC,19-04-2018 22:00,22.92901,13.50812,7.3,15.459,5.1
2616,Newcastle Centre,NEWC,19-04-2018 23:00,20.6164,16.02824,10.6,15.459,8.6
2617,Newcastle Centre,NEWC,20-04-2018 00:00,16.61264,5.72841,11.9,8.696,8.6
2618,Newcastle Centre,NEWC,20-04-2018 01:00,8.90716,6.12304,7,10.628,6.8
2619,Newcastle Centre,NEWC,20-04-2018 02:00,9.38434,6.54409,5.9,8.696,3.4
2620,Newcastle Centre,NEWC,20-04-2018 03:00,11.24021,11.41203,4.8,5.797,2.7
2621,Newcastle Centre,NEWC,20-04-2018 04:00,10.12614,10.21902,7.8,5.797,3.2
2622,Newcastle Centre,NEWC,20-04-2018 05:00,23.21909,19.21569,8.2,6.763,6.8
2623,Newcastle Centre,NEWC,20-04-2018 06:00,24.90766,23.33669,7.8,12.561,6
2624,Newcastle Centre,NEWC,20-04-2018 07:00,30.9413,31.94227,8.8,14.493,6.3
2625,Newcastle Centre,NEWC,20-04-2018 08:00,25.16581,33.49447,7.1,16.425,5.8
2626,Newcastle Centre,NEWC,20-04-2018 09:00,20.92647,18.35762,10.5,16.425,6.7
2627,Newcastle Centre,NEWC,20-04-2018 10:00,23.73601,30.50201,9,13.527,4.8
2628,Newcastle Centre,NEWC,20-04-2018 11:00,27.92052,20.94136,7.9,15.459,5.4
2629,Newcastle Centre,NEWC,20-04-2018 12:00,23.67178,19.73386,5.6,10.628,3.1
2630,Newcastle Centre,NEWC,20-04-2018 13:00,24.26595,29.8518,6.4,18.358,4.6
2631,Newcastle Centre,NEWC,20-04-2018 14:00,27.55225,21.21374,12,16.425,6.7
2632,Newcastle Centre,NEWC,20-04-2018 15:00,28.13129,20.04105,8.5,14.493,4.3
2633,Newcastle Centre,NEWC,20-04-2018 16:00,27.28995,22.63681,7.3,9.662,1.8
2634,Newcastle Centre,NEWC,20-04-2018 17:00,24.96147,26.25974,7.7,19.324,4
2635,Newcastle Centre,NEWC,20-04-2018 18:00,27.40697,32.27225,7.9,16.425,4.6
2636,Newcastle Centre,NEWC,20-04-2018 19:00,35.78187,25.33212,11,9.662,5.2
2637,Newcastle Centre,NEWC,20-04-2018 20:00,34.67164,22.51016,14,21.256,6.8
2638,Newcastle Centre,NEWC,20-04-2018 21:00,43.41599,26.87157,12.5,17.392,6.8
2639,Newcastle Centre,NEWC,20-04-2018 22:00,35.14714,24.66341,12.2,14.493,6.8
2640,Newcastle Centre,NEWC,20-04-2018 23:00,24.97213,23.23917,12.3,17.392,8.1
2641,Newcastle Centre,NEWC,21-04-2018 00:00,22.60468,24.47603,11.9,14.493,5.7
2642,Newcastle Centre,NEWC,21-04-2018 01:00,23.95406,27.03918,15.7,21.256,10
2643,Newcastle Centre,NEWC,21-04-2018 02:00,27.93356,17.60221,15.7,16.425,9.6
2644,Newcastle Centre,NEWC,21-04-2018 03:00,28.94922,23.26291,17.8,19.324,10.1
2645,Newcastle Centre,NEWC,21-04-2018 04:00,50.64563,54.36341,13.9,19.324,9
2646,Newcastle Centre,NEWC,21-04-2018 05:00,61.60515,64.24573,15.2,22.223,9
2647,Newcastle Centre,NEWC,21-04-2018 06:00,65.94887,83.12614,18.2,31.885,10.4
2648,Newcastle Centre,NEWC,21-04-2018 07:00,54.71761,69.79621,14.5,26.087,7.3
2649,Newcastle Centre,NEWC,21-04-2018 08:00,37.7248,51.88391,11.5,20.29,6.9
2650,Newcastle Centre,NEWC,21-04-2018 09:00,26.90932,45.39783,12.4,17.392,7.7
2651,Newcastle Centre,NEWC,21-04-2018 10:00,23.28753,42.17322,11.1,16.425,7.2
2652,Newcastle Centre,NEWC,21-04-2018 11:00,27.7567,41.8389,9.9,14.493,7.7
2653,Newcastle Centre,NEWC,21-04-2018 12:00,23.65858,48.20239,21.2,24.155,9.5
2654,Newcastle Centre,NEWC,21-04-2018 13:00,22.91611,53.40193,21.1,32.851,13.8
2655,Newcastle Centre,NEWC,21-04-2018 14:00,22.38276,46.96044,21.1,26.087,13.4
2656,Newcastle Centre,NEWC,21-04-2018 15:00,23.98083,47.59169,22.2,28.986,14.8
2657,Newcastle Centre,NEWC,21-04-2018 16:00,28.19744,55.11693,29.2,30.918,21.4
2658,Newcastle Centre,NEWC,21-04-2018 17:00,32.24893,56.77969,31.4,36.716,24.7
2659,Newcastle Centre,NEWC,21-04-2018 18:00,34.16944,56.82472,29.1,34.783,21.9
2660,Newcastle Centre,NEWC,21-04-2018 19:00,31.45297,49.08044,27.3,33.817,19.2
2661,Newcastle Centre,NEWC,21-04-2018 20:00,29.85453,46.90472,29,28.02,20.5
2662,Newcastle Centre,NEWC,21-04-2018 21:00,40.78036,60.14767,32.6,36.716,23.3
2663,Newcastle Centre,NEWC,21-04-2018 22:00,44.93731,61.99919,32.4,41.547,23.2
2664,Newcastle Centre,NEWC,21-04-2018 23:00,42.59587,60.28494,29,36.716,20.8
2665,Newcastle Centre,NEWC,22-04-2018 00:00,49.67262,54.51834,30.3,38.648,20.6
2666,Newcastle Centre,NEWC,22-04-2018 01:00,40.09282,45.46276,32.4,40.58,26.6
2667,Newcastle Centre,NEWC,22-04-2018 02:00,26.85425,21.90845,40.7,36.716,37.8
2668,Newcastle Centre,NEWC,22-04-2018 03:00,24.60294,22.3641,41,44.445,35.2
2669,Newcastle Centre,NEWC,22-04-2018 04:00,24.12045,18.16697,34.4,37.682,29.6
2670,Newcastle Centre,NEWC,22-04-2018 05:00,21.22603,17.14798,27.9,29.952,25.6
2671,Newcastle Centre,NEWC,22-04-2018 06:00,25.02639,21.99736,24.3,30.918,24
2672,Newcastle Centre,NEWC,22-04-2018 07:00,23.73822,28.27718,24.3,23.189,19.2
2673,Newcastle Centre,NEWC,22-04-2018 08:00,24.70319,23.78069,28.1,33.817,23
2674,Newcastle Centre,NEWC,22-04-2018 09:00,26.36787,31.91497,22.4,38.648,15.7
2675,Newcastle Centre,NEWC,22-04-2018 10:00,26.15568,52.34765,5.1,23.189,2.8
2676,Newcastle Centre,NEWC,22-04-2018 11:00,34.62133,68.77561,7.9,12.561,6.1
2677,Newcastle Centre,NEWC,22-04-2018 12:00,23.8973,38.6047,5.3,12.561,3.7
2678,Newcastle Centre,NEWC,22-04-2018 13:00,19.23232,23.75336,2.9,9.662,0.4
2679,Newcastle Centre,NEWC,22-04-2018 14:00,20.09254,25.74559,2.6,7.73,1.5
2680,Newcastle Centre,NEWC,22-04-2018 15:00,24.80662,36.13116,3,9.662,1.9
2681,Newcastle Centre,NEWC,22-04-2018 16:00,23.79049,30.25774,4.8,15.459,4.6
2682,Newcastle Centre,NEWC,22-04-2018 17:00,20.57411,22.90633,1.8,4.831,2.8
2683,Newcastle Centre,NEWC,22-04-2018 18:00,25.61661,26.28029,2.6,9.662,1.8
2684,Newcastle Centre,NEWC,22-04-2018 19:00,28.40597,30.66298,0.3,6.763,1.2
2685,Newcastle Centre,NEWC,22-04-2018 20:00,21.17109,30.51977,3.3,6.763,3.8
2686,Newcastle Centre,NEWC,22-04-2018 21:00,30.39086,29.73845,4,5.797,2.7
2687,Newcastle Centre,NEWC,22-04-2018 22:00,21.92204,28.06878,5.1,4.831,0.7
2688,Newcastle Centre,NEWC,22-04-2018 23:00,18.17058,13.67956,4.1,4.831,2.8
2689,Newcastle Centre,NEWC,23-04-2018 00:00,17.82141,8.1796,-0.1,7.73,-0.8
2690,Newcastle Centre,NEWC,23-04-2018 01:00,17.3174,7.84595,3.8,4.831,1.4
2691,Newcastle Centre,NEWC,23-04-2018 02:00,17.03061,6.48639,2.6,2.899,0.2
2692,Newcastle Centre,NEWC,23-04-2018 03:00,17.73054,8.97266,3.7,3.865,1.5
2693,Newcastle Centre,NEWC,23-04-2018 04:00,17.56803,14.09883,2.3,3.865,1.3
2694,Newcastle Centre,NEWC,23-04-2018 05:00,19.17972,20.89444,2.6,10.628,1.4
2695,Newcastle Centre,NEWC,23-04-2018 06:00,29.07885,38.0342,5.1,12.561,2.3
2696,Newcastle Centre,NEWC,23-04-2018 07:00,27.40226,24.21771,5.7,9.662,1.9
2697,Newcastle Centre,NEWC,23-04-2018 08:00,27.88109,21.44463,7.2,8.696,3.1
2698,Newcastle Centre,NEWC,23-04-2018 09:00,24.97895,21.3195,3.4,10.628,0.7
2699,Newcastle Centre,NEWC,23-04-2018 10:00,24.05345,17.88161,4,15.459,3.2
2700,Newcastle Centre,NEWC,23-04-2018 11:00,28.37251,26.71034,0.8,13.527,-2.1
2701,Newcastle Centre,NEWC,23-04-2018 12:00,29.02162,30.03118,4.1,12.561,1.1
2702,Newcastle Centre,NEWC,23-04-2018 13:00,29.45021,26.09804,8.8,17.392,3.8
2703,Newcastle Centre,NEWC,23-04-2018 14:00,27.08801,43.03082,11.5,19.324,5.6
2704,Newcastle Centre,NEWC,23-04-2018 15:00,28.27902,53.12597,4.2,12.561,0.6
2705,Newcastle Centre,NEWC,23-04-2018 16:00,35.01635,49.77389,6.6,12.561,3
2706,Newcastle Centre,NEWC,23-04-2018 17:00,28.12097,38.54066,3.3,14.493,1.7
2707,Newcastle Centre,NEWC,23-04-2018 18:00,24.08448,33.98072,-1.1,10.628,0.4
2708,Newcastle Centre,NEWC,23-04-2018 19:00,23.60051,28.32883,5.3,8.696,2.9
2709,Newcastle Centre,NEWC,23-04-2018 20:00,24.24596,22.5129,1.6,11.594,1.3
2710,Newcastle Centre,NEWC,23-04-2018 21:00,16.96995,7.48292,7.6,8.696,4.8
2711,Newcastle Centre,NEWC,23-04-2018 22:00,13.62915,6.35968,8.4,12.561,1.4
2712,Newcastle Centre,NEWC,23-04-2018 23:00,7.92238,4.86509,10,14.493,3.2
2713,Newcastle Centre,NEWC,24-04-2018 00:00,8.81382,4.20259,9.3,13.527,4.1
2714,Newcastle Centre,NEWC,24-04-2018 01:00,11.99274,4.19652,10.4,9.662,3.3
2715,Newcastle Centre,NEWC,24-04-2018 02:00,10.72853,4.03212,5.9,8.696,2.2
2716,Newcastle Centre,NEWC,24-04-2018 03:00,7.20689,2.50472,8.6,7.73,5.4
2717,Newcastle Centre,NEWC,24-04-2018 04:00,8.77803,6.50067,9.7,14.493,2.3
2718,Newcastle Centre,NEWC,24-04-2018 05:00,17.81526,15.44324,7.1,14.493,2
2719,Newcastle Centre,NEWC,24-04-2018 06:00,31.9877,25.05784,7.5,11.594,4.4
2720,Newcastle Centre,NEWC,24-04-2018 07:00,35.06731,24.08074,10.2,14.493,3.5
2721,Newcastle Centre,NEWC,24-04-2018 08:00,30.68614,34.32891,9,22.223,3.6
2722,Newcastle Centre,NEWC,24-04-2018 09:00,29.59972,15.31447,5.7,9.662,2.8
2723,Newcastle Centre,NEWC,24-04-2018 10:00,22.24581,18.09617,10.9,13.527,4.7
2724,Newcastle Centre,NEWC,24-04-2018 11:00,30.31032,25.41608,7.7,13.527,4.7
2725,Newcastle Centre,NEWC,24-04-2018 12:00,41.30717,28.80718,8.4,11.594,3.1
2726,Newcastle Centre,NEWC,24-04-2018 13:00,47.30975,60.24648,8.9,14.493,3.6
2727,Newcastle Centre,NEWC,24-04-2018 14:00,48.71071,34.23562,9.7,12.561,4.2
2728,Newcastle Centre,NEWC,24-04-2018 15:00,59.28198,80.27984,11,12.561,5.1
2729,Newcastle Centre,NEWC,24-04-2018 16:00,57.40579,89.89389,6.4,13.527,4
2730,Newcastle Centre,NEWC,24-04-2018 17:00,55.40071,65.63263,3.8,10.628,1.4
2731,Newcastle Centre,NEWC,24-04-2018 18:00,52.59967,48.48384,5,11.594,1.5
2732,Newcastle Centre,NEWC,24-04-2018 19:00,60.46221,85.14591,3.2,7.73,3.4
2733,Newcastle Centre,NEWC,24-04-2018 20:00,45.8271,36.42053,6.6,7.73,5.2
2734,Newcastle Centre,NEWC,24-04-2018 21:00,45.72289,49.67224,6.6,10.628,5.8
2735,Newcastle Centre,NEWC,24-04-2018 22:00,31.14818,21.44013,7.5,5.797,5.5
2736,Newcastle Centre,NEWC,24-04-2018 23:00,14.41339,7.85834,4.3,5.797,5.5
2737,Newcastle Centre,NEWC,25-04-2018 00:00,14.30974,4.78006,3.6,6.763,2.9
2738,Newcastle Centre,NEWC,25-04-2018 01:00,15.47139,7.28098,2.6,5.797,0.6
2739,Newcastle Centre,NEWC,25-04-2018 02:00,27.62069,12.65594,5.2,3.865,3
2740,Newcastle Centre,NEWC,25-04-2018 03:00,14.49136,11.48495,2.5,2.899,1.5
2741,Newcastle Centre,NEWC,25-04-2018 04:00,14.76339,9.1059,4.1,3.865,2.8
2742,Newcastle Centre,NEWC,25-04-2018 05:00,27.72204,29.40085,4.9,6.763,3.8
2743,Newcastle Centre,NEWC,25-04-2018 06:00,43.9168,51.26266,5.9,11.594,3
2744,Newcastle Centre,NEWC,25-04-2018 07:00,38.62864,45.33031,7.1,8.696,4.8
2745,Newcastle Centre,NEWC,25-04-2018 08:00,30.56745,34.13431,5.7,8.696,1.6
2746,Newcastle Centre,NEWC,25-04-2018 09:00,28.12287,33.67958,5,16.425,2.5
2747,Newcastle Centre,NEWC,25-04-2018 10:00,24.96331,25.35477,7.3,5.797,3.5
2748,Newcastle Centre,NEWC,25-04-2018 11:00,24.48013,25.54972,7.8,5.797,2.4
2749,Newcastle Centre,NEWC,25-04-2018 12:00,32.5911,31.23948,6.9,11.594,2.4
2750,Newcastle Centre,NEWC,25-04-2018 13:00,31.76631,42.72564,4.2,9.662,1.2
2751,Newcastle Centre,NEWC,25-04-2018 14:00,28.56612,49.93115,7.3,13.527,3.4
2752,Newcastle Centre,NEWC,25-04-2018 15:00,30.73867,47.85788,8,16.425,2.8
2753,Newcastle Centre,NEWC,25-04-2018 16:00,34.88136,28.56268,9.2,11.594,2.8
2754,Newcastle Centre,NEWC,25-04-2018 17:00,24.65427,31.38034,2.1,7.73,1.8
2755,Newcastle Centre,NEWC,25-04-2018 18:00,23.57076,23.98982,3.7,11.594,2.8
2756,Newcastle Centre,NEWC,25-04-2018 19:00,24.55888,22.19258,2.2,8.696,1.5
2757,Newcastle Centre,NEWC,25-04-2018 20:00,27.28684,31.98443,3.7,11.594,3.5
2758,Newcastle Centre,NEWC,25-04-2018 21:00,28.15336,14.85324,2.2,6.763,1.4
2759,Newcastle Centre,NEWC,25-04-2018 22:00,21.18414,15.93123,4.9,2.899,0.4
2760,Newcastle Centre,NEWC,25-04-2018 23:00,11.38518,7.75359,3.4,2.899,0.7
2761,Newcastle Centre,NEWC,26-04-2018 00:00,12.77969,6.82949,5.1,4.831,2.4
2762,Newcastle Centre,NEWC,26-04-2018 01:00,20.29994,12.60806,4.8,9.662,1.2
2763,Newcastle Centre,NEWC,26-04-2018 02:00,21.03099,12.85968,7.3,6.763,2.6
2764,Newcastle Centre,NEWC,26-04-2018 03:00,19.17029,11.87236,6.1,5.797,4
2765,Newcastle Centre,NEWC,26-04-2018 04:00,16.15651,12.25393,7.6,5.797,3.9
2766,Newcastle Centre,NEWC,26-04-2018 05:00,25.78446,22.08187,6.9,9.662,2.6
2767,Newcastle Centre,NEWC,26-04-2018 06:00,34.57821,53.03421,7.1,22.223,3.9
2768,Newcastle Centre,NEWC,26-04-2018 07:00,30.96607,34.87433,7.9,17.392,2.6
2769,Newcastle Centre,NEWC,26-04-2018 08:00,28.82199,32.88658,9.6,21.256,2.7
2770,Newcastle Centre,NEWC,26-04-2018 09:00,27.67373,NA,8.6,9.662,1.9
2771,Newcastle Centre,NEWC,26-04-2018 10:00,31.89582,21.46733,9.1,11.594,3.3
2772,Newcastle Centre,NEWC,26-04-2018 11:00,25.37705,19.31643,9.9,14.493,2.9
2773,Newcastle Centre,NEWC,26-04-2018 12:00,24.7689,26.85789,6.8,14.493,2.9
2774,Newcastle Centre,NEWC,26-04-2018 13:00,31.06825,25.07315,9.4,13.527,3.6
2775,Newcastle Centre,NEWC,26-04-2018 14:00,25.04084,31.49753,4.7,14.493,1.8
2776,Newcastle Centre,NEWC,26-04-2018 15:00,25.26614,32.11333,6.8,11.594,2.3
2777,Newcastle Centre,NEWC,26-04-2018 16:00,28.22258,28.56536,2.4,12.561,1.9
2778,Newcastle Centre,NEWC,26-04-2018 17:00,24.88705,27.90351,0.7,8.696,-0.1
2779,Newcastle Centre,NEWC,26-04-2018 18:00,23.97342,20.38621,4.5,6.763,-1.6
2780,Newcastle Centre,NEWC,26-04-2018 19:00,25.67309,21.33715,6.8,6.763,3.2
2781,Newcastle Centre,NEWC,26-04-2018 20:00,26.3324,29.24133,6.7,10.628,2.6
2782,Newcastle Centre,NEWC,26-04-2018 21:00,24.47291,30.68132,9.1,13.527,3.8
2783,Newcastle Centre,NEWC,26-04-2018 22:00,20.96717,15.92203,9.1,9.662,4
2784,Newcastle Centre,NEWC,26-04-2018 23:00,10.29585,7.61912,8.3,6.763,5.1
2785,Newcastle Centre,NEWC,27-04-2018 00:00,8.51607,4.40726,6.6,5.797,3.5
2786,Newcastle Centre,NEWC,27-04-2018 01:00,12.5536,6.18031,8.1,11.594,3
2787,Newcastle Centre,NEWC,27-04-2018 02:00,11.28699,5.91408,8.9,8.696,3.1
2788,Newcastle Centre,NEWC,27-04-2018 03:00,17.67486,11.54158,7.6,8.696,4.3
2789,Newcastle Centre,NEWC,27-04-2018 04:00,27.8055,29.93349,7.8,12.561,3
2790,Newcastle Centre,NEWC,27-04-2018 05:00,42.5495,75.52682,10.4,22.223,5.1
2791,Newcastle Centre,NEWC,27-04-2018 06:00,54.88474,86.37909,11.1,20.29,1.4
2792,Newcastle Centre,NEWC,27-04-2018 07:00,NA,70.85295,12.2,20.29,3.8
2793,Newcastle Centre,NEWC,27-04-2018 08:00,39.71025,49.72601,8,16.425,2.3
2794,Newcastle Centre,NEWC,27-04-2018 09:00,29.09909,33.90993,6.6,11.594,3.3
2795,Newcastle Centre,NEWC,27-04-2018 10:00,23.33231,53.59236,10,10.628,3.6
2796,Newcastle Centre,NEWC,27-04-2018 11:00,31.47043,51.23921,11.3,17.392,5
2797,Newcastle Centre,NEWC,27-04-2018 12:00,30.58798,57.86266,13.5,18.358,4.6
2798,Newcastle Centre,NEWC,27-04-2018 13:00,24.43082,62.24152,11,16.425,NA
2799,Newcastle Centre,NEWC,27-04-2018 14:00,24.26284,70.173,NA,15.459,NA
2800,Newcastle Centre,NEWC,27-04-2018 15:00,39.80071,58.31686,NA,19.324,NA
2801,Newcastle Centre,NEWC,27-04-2018 16:00,51.12871,74.84828,NA,20.29,NA
2802,Newcastle Centre,NEWC,27-04-2018 17:00,NA,70.81975,NA,16.425,NA
2803,Newcastle Centre,NEWC,27-04-2018 18:00,NA,80.63552,NA,11.594,NA
2804,Newcastle Centre,NEWC,27-04-2018 19:00,NA,82.68712,NA,17.392,NA
2805,Newcastle Centre,NEWC,27-04-2018 20:00,NA,93.40565,NA,23.189,NA
2806,Newcastle Centre,NEWC,27-04-2018 21:00,NA,78.77166,NA,20.29,NA
2807,Newcastle Centre,NEWC,27-04-2018 22:00,NA,96.22943,NA,24.155,NA
2808,Newcastle Centre,NEWC,27-04-2018 23:00,NA,83.12013,NA,22.223,NA
2809,Newcastle Centre,NEWC,28-04-2018 00:00,NA,86.25032,NA,28.986,NA
2810,Newcastle Centre,NEWC,28-04-2018 01:00,NA,45.5517,NA,16.425,NA
2811,Newcastle Centre,NEWC,28-04-2018 02:00,NA,40.39306,NA,19.324,NA
2812,Newcastle Centre,NEWC,28-04-2018 03:00,NA,20.00736,NA,10.628,NA
2813,Newcastle Centre,NEWC,28-04-2018 04:00,NA,16.22509,NA,19.324,NA
2814,Newcastle Centre,NEWC,28-04-2018 05:00,NA,12.15969,NA,12.561,NA
2815,Newcastle Centre,NEWC,28-04-2018 06:00,NA,15.37479,NA,10.628,NA
2816,Newcastle Centre,NEWC,28-04-2018 07:00,NA,15.06016,NA,8.696,NA
2817,Newcastle Centre,NEWC,28-04-2018 08:00,NA,17.45842,NA,7.73,NA
2818,Newcastle Centre,NEWC,28-04-2018 09:00,NA,22.78549,NA,6.763,NA
2819,Newcastle Centre,NEWC,28-04-2018 10:00,NA,19.55627,NA,6.763,NA
2820,Newcastle Centre,NEWC,28-04-2018 11:00,NA,23.31272,NA,5.797,NA
2821,Newcastle Centre,NEWC,28-04-2018 12:00,NA,22.85298,NA,7.73,NA
2822,Newcastle Centre,NEWC,28-04-2018 13:00,NA,34.66997,NA,6.763,NA
2823,Newcastle Centre,NEWC,28-04-2018 14:00,NA,20.86615,NA,4.831,NA
2824,Newcastle Centre,NEWC,28-04-2018 15:00,NA,25.35495,NA,7.73,NA
2825,Newcastle Centre,NEWC,28-04-2018 16:00,NA,29.94382,NA,16.425,NA
2826,Newcastle Centre,NEWC,28-04-2018 17:00,NA,22.33913,NA,7.73,NA
2827,Newcastle Centre,NEWC,28-04-2018 18:00,NA,26.18726,NA,7.73,NA
2828,Newcastle Centre,NEWC,28-04-2018 19:00,NA,25.4459,NA,10.628,NA
2829,Newcastle Centre,NEWC,28-04-2018 20:00,NA,29.67064,NA,11.594,NA
2830,Newcastle Centre,NEWC,28-04-2018 21:00,NA,20.45776,NA,6.763,NA
2831,Newcastle Centre,NEWC,28-04-2018 22:00,NA,25.31058,NA,8.696,NA
2832,Newcastle Centre,NEWC,28-04-2018 23:00,NA,19.77074,NA,7.73,NA
2833,Newcastle Centre,NEWC,29-04-2018 00:00,NA,12.48973,NA,6.763,NA
2834,Newcastle Centre,NEWC,29-04-2018 01:00,NA,17.55725,NA,8.696,NA
2835,Newcastle Centre,NEWC,29-04-2018 02:00,NA,22.10968,NA,8.696,NA
2836,Newcastle Centre,NEWC,29-04-2018 03:00,NA,14.35196,NA,6.763,NA
2837,Newcastle Centre,NEWC,29-04-2018 04:00,NA,11.09316,NA,6.763,NA
2838,Newcastle Centre,NEWC,29-04-2018 05:00,NA,10.95086,NA,4.831,NA
2839,Newcastle Centre,NEWC,29-04-2018 06:00,NA,9.91734,NA,2.899,NA
2840,Newcastle Centre,NEWC,29-04-2018 07:00,NA,9.03616,NA,0.966,NA
